filename,gt
435,|-s_1-s_8-|-|-s_8-s_5-s_0-s_8-|
436,|-|-s_6-|-|-|-|-s_1-s_8-s_1
437,s_8-|-|-|-s_6-s_4-|-|-|-|
438,s_3-|-|-|-|-|-|-s_6-s_7-|
439,s_3-s_8-s_0-s_0-s_9-s_9-s_6-s_8-s_7-s_8
440,s_4-s_0-s_9-|-s_5-|-s_7-|-|-s_6
441,|-|-s_6-s_5-s_5-|-s_6-|-s_5-|
442,|-s_6-s_5-s_7-|-|-s_1-|-s_0-|
443,s_1-s_0-|-s_7-|-|-|-|-|-s_1
444,|-|-|-s_1-|-|-s_9-|-|-|
445,|-s_7-s_0-s_6-s_6-|-s_2-s_3-s_2-|
446,|-s_2-s_2-s_9-|-s_6-s_1-|-s_3-s_1
447,s_5-|-|-s_3-s_8-|-s_8-s_2-s_5-s_3
448,s_1-|-s_4-|-s_2-s_6-s_2-s_4-s_3-|
449,s_5-s_0-|-|-|-s_1-|-s_1-s_1-s_2
450,s_7-s_2-s_7-|-|-s_0-s_2-|-|-s_3
451,s_6-|-|-s_6-s_5-|-s_6-|-|-|
452,s_6-|-|-s_5-|-|-s_1-|-|-s_9
453,s_8-s_5-s_9-|-|-|-|-s_3-|-s_9
454,s_0-s_1-|-s_5-s_0-s_7-|-s_1-|-|
455,|-|-|-s_0-s_6-s_4-|-|-s_9-|
456,|-|-|-|-|-s_2-|-s_2-s_1-s_7
457,|-|-s_3-s_0-|-|-s_2-|-|-s_8
458,s_0-s_9-s_7-|-s_5-s_2-|-|-|-|
459,s_3-|-|-s_3-|-s_4-s_9-s_7-|-s_1
460,|-s_1-|-s_5-|-|-s_4-s_3-|-s_9
461,|-|-s_2-s_5-s_3-|-|-s_8-s_1-s_7
462,s_2-|-s_2-|-|-|-|-|-|-|
463,s_6-s_4-|-s_7-s_9-|-s_1-s_9-|-s_2
464,|-|-|-s_3-|-|-|-s_2-|-s_3
465,s_8-|-s_4-|-|-s_0-|-|-|-|
466,s_2-|-|-|-|-|-|-s_7-|-s_7
467,|-|-s_3-s_2-s_2-s_1-|-s_3-|-|
468,s_4-|-|-s_7-s_0-|-|-s_6-|-s_9
469,|-s_0-s_4-|-|-s_3-s_7-s_9-s_2-|
470,s_2-s_0-s_2-s_5-|-s_1-s_5-|-s_5-|
471,|-s_9-|-|-|-|-|-s_7-|-s_6
472,|-s_9-s_4-|-|-|-|-|-s_5-s_3
473,s_4-s_5-|-|-s_2-s_9-s_1-|-s_5-s_5
474,|-|-|-|-|-s_2-s_4-s_9-s_9-s_4
475,|-|-|-s_9-|-s_2-|-s_6-|-s_7
476,|-|-|-s_3-|-s_3-s_3-|-|-|
477,|-|-s_1-|-|-s_7-|-|-s_4-s_2
478,|-s_0-|-s_6-s_0-s_2-s_2-|-s_0-s_3
479,|-|-s_3-s_2-s_4-|-|-|-s_0-s_2
480,s_4-|-s_9-s_8-s_5-s_4-s_8-s_9-|-|
481,s_9-|-|-s_0-s_7-|-|-|-s_7-|
482,s_2-s_9-s_8-|-|-|-s_6-s_0-s_9-|
483,s_1-|-s_3-|-s_7-s_0-|-|-|-|
484,s_9-|-|-s_5-|-s_4-s_3-s_0-|-s_3
485,s_7-|-|-s_1-|-s_0-s_1-s_1-s_0-s_7
486,|-s_2-|-s_3-|-s_0-|-s_5-s_6-|
487,|-s_9-|-s_7-|-|-s_1-s_7-s_1-|
488,|-s_5-s_9-|-|-s_7-|-s_6-|-s_7
489,s_8-s_0-|-s_5-|-|-s_1-s_7-|-|
490,s_4-s_2-|-s_6-|-|-|-s_9-s_8-|
491,|-|-s_8-|-|-s_0-|-|-|-s_4
492,|-|-|-|-s_5-s_6-|-|-|-s_3
493,|-|-s_3-s_1-s_0-|-|-|-|-s_8
494,|-s_4-s_3-s_6-|-s_4-|-|-s_3-|
495,s_5-|-|-s_1-s_7-|-s_3-s_0-s_9-|
496,|-|-|-|-|-s_1-|-|-|-s_8
497,s_6-|-|-s_4-s_3-|-|-|-|-s_9
498,s_6-s_4-|-|-s_3-|-s_0-s_6-|-|
499,s_0-|-s_8-s_6-s_2-|-|-|-s_8-s_9
500,|-s_4-s_2-|-|-|-s_9-s_1-|-|
501,|-|-|-s_7-s_5-s_4-|-s_6-|-|
502,|-s_3-|-s_2-s_7-s_6-|-|-s_2-s_0
503,|-|-|-|-|-|-s_6-|-s_0-|
504,s_1-s_1-|-|-|-|-|-s_6-|-s_1
505,s_0-s_0-|-|-|-|-|-s_6-|-s_3
506,|-|-s_0-s_8-|-s_3-|-|-s_8-s_5
507,s_8-s_8-s_5-|-s_2-|-s_8-s_4-|-s_9
508,s_5-|-|-s_0-s_6-|-s_9-|-s_4-|
509,s_5-s_6-|-s_8-s_5-|-|-|-|-|
510,s_4-|-s_9-|-s_8-|-|-s_2-|-s_2
511,s_9-|-|-s_4-s_4-s_2-s_8-s_1-|-s_5
512,|-|-|-s_2-|-|-s_0-|-|-s_8
513,|-|-|-|-s_7-s_1-s_7-|-s_0-s_3
514,s_1-s_2-|-|-|-s_4-|-|-|-s_8
515,|-|-|-|-s_7-|-s_8-s_2-s_4-|
516,s_3-|-|-|-s_1-|-s_1-|-|-|
517,s_8-s_5-|-s_4-|-|-|-|-s_9-s_4
518,|-s_6-|-s_3-s_4-|-s_9-s_7-|-|
519,s_8-|-|-|-s_9-|-s_7-s_6-s_8-|
520,|-|-|-s_8-s_7-|-|-s_3-s_2-s_0
521,|-s_8-|-s_4-s_3-|-s_3-|-|-s_2
522,s_1-s_3-|-|-s_1-|-|-|-s_4-s_6
523,s_7-|-|-s_9-s_0-s_7-s_2-s_7-|-s_2
524,s_9-|-s_5-s_1-|-s_7-s_7-|-|-|
525,s_1-|-|-|-|-|-s_5-s_5-s_9-s_8
526,|-|-|-|-|-s_5-|-s_6-|-|
527,|-|-s_9-s_7-s_7-s_9-s_9-|-|-|
528,|-s_6-s_7-s_5-s_7-s_6-|-|-|-|
529,s_5-s_0-s_2-|-|-|-|-|-|-|
530,|-|-s_9-s_5-s_0-|-s_2-s_4-s_6-s_1
531,s_4-|-|-|-s_5-|-s_1-s_0-s_9-s_8
532,|-s_0-s_7-s_4-s_6-|-s_1-|-|-|
533,s_3-s_2-|-s_1-|-s_1-s_9-|-s_7-s_2
534,s_6-s_0-s_2-s_6-s_5-s_6-s_1-s_3-|-|
535,|-s_3-s_1-|-|-|-s_1-s_3-s_8-s_1
536,s_1-s_0-|-s_4-s_3-|-s_9-s_5-|-|
537,s_9-s_3-|-s_4-|-s_8-s_7-|-|-|
538,|-s_2-s_6-|-|-s_7-s_8-s_7-|-s_7
539,s_1-|-|-s_9-s_5-|-|-|-|-s_1
540,|-|-s_4-|-s_4-s_1-s_6-s_4-s_7-s_8
541,s_1-|-s_1-|-s_7-s_7-|-s_4-|-s_6
542,|-|-|-s_7-|-|-s_8-s_5-s_2-s_3
543,s_9-|-s_3-s_0-s_7-s_3-s_4-s_6-s_7-s_9
544,s_3-|-s_4-|-s_7-|-s_3-|-|-s_8
545,s_8-s_9-s_2-|-|-s_1-|-s_3-s_4-|
546,s_9-s_6-s_1-|-s_3-s_4-|-s_9-s_9-|
547,s_8-s_4-s_6-|-|-s_1-|-|-s_3-|
548,s_2-s_8-s_6-s_0-|-|-|-s_7-s_2-|
549,s_4-s_6-|-|-|-s_8-|-s_4-s_4-s_5
550,s_1-|-|-s_9-|-|-|-|-|-|
551,|-s_3-s_5-|-|-|-|-s_5-|-s_7
552,|-|-s_2-|-s_1-|-|-s_7-|-s_7
553,|-|-|-|-|-|-|-s_4-|-s_4
554,s_9-|-s_8-s_9-s_1-|-s_4-|-s_1-|
555,s_5-s_5-|-s_3-|-s_6-s_8-|-|-s_2
556,|-s_1-|-s_6-|-|-s_8-|-|-|
557,|-|-s_1-|-s_3-|-|-|-s_7-s_3
558,|-|-|-s_6-s_6-s_6-|-|-s_6-s_0
559,|-|-|-|-|-|-|-s_9-|-|
560,s_2-|-|-s_3-s_9-s_4-|-s_1-|-s_0
561,s_4-s_7-s_7-s_0-|-|-s_3-|-s_5-s_4
562,s_3-|-s_3-|-|-|-s_8-|-s_1-|
563,s_1-|-s_1-s_3-s_8-|-|-|-|-|
564,s_8-|-s_8-|-|-s_9-|-s_4-s_1-|
565,s_2-|-|-|-s_2-s_2-|-|-|-s_5
566,|-|-s_6-s_9-|-s_5-|-s_5-s_0-s_5
567,s_2-s_0-s_6-|-s_5-|-|-|-|-|
568,s_2-s_4-|-|-|-|-|-|-|-s_6
569,|-|-s_6-s_2-s_0-s_8-s_2-s_8-s_0-|
570,s_7-s_8-|-|-s_4-|-s_1-s_6-s_9-|
571,|-|-|-s_7-s_8-s_4-s_2-s_6-s_2-s_9
572,|-|-|-|-s_6-|-|-|-|-s_7
573,s_8-s_7-s_9-|-|-s_8-|-|-s_3-|
574,|-|-s_2-|-s_2-s_9-|-|-s_5-|
575,s_3-s_8-|-|-|-s_2-s_7-|-|-|
576,|-|-s_0-s_7-|-|-s_9-|-|-s_8
577,s_0-s_1-s_3-|-s_8-s_3-|-|-|-|
578,s_4-|-s_8-|-s_5-|-s_9-|-|-s_0
579,|-|-s_9-s_9-s_1-|-s_7-|-s_3-s_9
580,s_3-|-|-|-s_9-|-|-|-|-s_4
581,s_0-|-s_9-s_4-|-|-|-s_6-|-|
582,|-s_4-|-|-|-|-s_5-|-|-s_0
583,s_3-|-|-s_1-s_4-s_1-|-|-s_3-|
584,|-|-|-|-|-|-|-s_2-s_4-|
585,s_4-s_0-s_3-|-|-s_1-|-|-s_0-s_9
586,|-s_4-s_3-|-s_2-|-s_8-s_7-|-|
587,s_6-|-|-s_7-s_0-|-s_8-s_1-s_7-s_1
588,|-|-|-s_4-|-|-|-|-s_1-s_4
589,s_9-|-|-|-|-|-|-s_3-s_8-s_3
590,s_4-|-|-|-s_7-|-s_1-s_4-|-s_1
591,|-s_8-|-s_1-s_8-s_4-s_4-|-s_2-|
592,s_7-|-s_0-s_8-s_5-s_4-|-|-|-|
593,s_1-|-s_7-s_0-|-|-|-s_2-s_6-s_8
594,|-|-s_2-|-|-s_6-|-|-|-|
595,s_4-s_6-s_8-s_7-|-s_5-|-s_7-s_9-|
596,|-s_4-|-s_7-|-|-|-|-s_7-s_8
597,s_1-s_0-s_1-|-s_3-s_2-|-s_4-|-|
598,s_7-|-s_8-|-s_5-s_7-|-s_4-|-s_3
599,|-s_7-|-|-s_9-|-s_4-s_3-s_5-s_0
600,|-|-s_9-|-s_2-|-s_1-s_1-s_1-s_3
601,|-|-s_1-|-|-|-s_1-|-|-s_9
602,s_2-|-|-s_0-s_3-s_0-|-|-s_0-|
603,|-|-|-|-|-|-s_3-s_7-s_3-s_7
604,s_0-s_1-s_9-s_9-|-s_9-|-|-s_4-|
605,|-|-|-s_8-|-|-s_5-s_9-s_6-s_6
606,|-|-|-s_4-s_5-|-|-|-s_2-s_3
607,s_1-|-|-s_4-|-s_7-|-|-|-s_9
608,|-|-s_9-s_9-s_6-s_1-s_7-|-s_1-|
609,s_3-|-s_9-s_7-s_0-|-s_0-|-s_1-s_8
610,|-s_5-s_6-s_4-s_9-|-|-|-|-|
611,|-|-|-|-s_0-s_0-s_2-s_1-s_2-|
612,s_3-|-s_5-|-|-|-|-|-|-|
613,s_1-s_3-|-s_9-s_4-|-s_9-s_4-|-|
614,|-|-|-s_3-|-s_9-|-s_1-s_2-s_1
615,|-|-|-|-|-s_3-|-|-|-|
616,s_5-|-|-|-s_7-s_9-|-s_4-s_2-|
617,s_9-s_1-s_1-|-s_2-|-s_0-s_6-s_8-s_3
618,s_9-s_1-s_3-|-s_2-s_4-|-s_5-|-s_1
619,|-|-s_0-|-s_7-s_8-|-|-s_6-s_2
620,s_5-s_4-s_7-|-|-s_9-s_9-|-|-s_5
621,s_8-s_6-|-s_6-s_2-|-s_1-|-|-s_2
622,s_0-|-|-s_9-|-s_6-s_7-|-s_4-s_6
623,s_6-s_5-s_6-s_9-s_8-|-s_0-s_3-|-s_7
624,|-|-|-|-|-|-s_2-|-|-|
625,s_3-|-|-|-s_1-|-|-s_6-|-|
626,|-|-|-|-|-s_2-|-s_2-|-|
627,|-s_0-s_3-s_4-s_1-s_5-|-|-|-s_1
628,s_2-|-s_8-s_7-|-|-s_4-s_6-|-s_2
629,s_1-|-|-s_0-|-s_2-|-s_1-|-|
630,|-s_5-|-s_3-|-|-|-|-s_4-s_2
631,|-|-|-s_1-s_5-s_1-s_8-|-s_7-|
632,|-|-|-|-s_2-s_4-|-s_0-|-|
633,s_0-s_7-s_6-s_5-s_1-|-|-s_6-s_0-s_0
634,s_5-|-|-|-s_3-|-|-|-|-s_8
635,s_3-s_9-s_5-s_4-s_3-s_6-|-s_5-|-s_5
636,s_5-s_8-|-|-|-s_2-s_3-s_7-|-s_1
637,s_4-s_0-|-|-s_3-|-s_5-s_7-s_1-|
638,|-s_4-|-s_2-|-|-|-|-|-s_4
639,s_3-s_1-|-|-s_7-|-|-s_6-s_4-s_9
640,|-s_4-s_6-|-|-s_0-s_9-|-s_1-s_7
641,|-s_6-s_1-|-s_6-s_6-s_8-s_3-|-|
642,s_0-s_6-s_4-s_7-|-s_2-s_9-|-s_1-|
643,|-|-s_8-s_5-s_1-s_3-|-|-s_3-s_0
644,|-s_7-|-s_6-s_9-s_4-s_0-s_1-s_7-s_7
645,s_8-|-s_0-|-s_5-|-s_5-s_8-|-s_1
646,s_6-|-|-s_9-|-|-s_3-s_1-|-s_2
647,s_1-s_7-|-|-|-s_8-s_3-|-s_7-|
648,s_0-s_9-s_0-|-s_5-s_5-|-s_8-|-s_5
649,|-s_1-|-s_8-|-s_4-|-s_9-s_1-|
650,|-|-s_2-|-|-s_9-s_8-s_8-|-s_6
651,|-s_8-s_1-|-s_7-s_6-s_7-s_7-s_4-|
652,s_9-|-|-s_2-s_5-|-s_9-|-|-|
653,s_1-s_7-|-s_5-|-|-|-|-|-|
654,s_8-|-|-s_6-|-s_1-s_8-|-|-s_3
655,|-|-|-s_9-|-|-|-|-s_9-s_9
656,|-|-|-s_7-|-s_0-s_9-|-s_5-|
657,|-|-s_9-s_7-|-|-s_9-|-s_9-|
658,s_9-|-|-|-s_9-s_6-|-|-s_0-s_3
659,s_6-|-|-|-|-|-s_2-|-|-s_9
660,|-|-s_6-|-|-|-|-s_9-|-|
661,|-|-|-s_9-|-s_6-|-|-|-|
662,s_0-|-s_5-|-s_7-s_2-s_9-s_3-s_7-s_9
663,|-s_3-|-s_2-s_1-|-|-|-|-|
664,|-s_8-|-s_9-s_0-|-s_4-|-s_9-s_9
665,|-s_5-|-s_9-s_7-s_3-s_0-s_5-|-s_9
666,|-|-|-|-|-|-|-s_7-s_8-|
667,s_0-s_2-s_6-s_9-|-s_5-s_8-|-|-s_7
668,s_7-s_3-|-|-|-|-|-s_8-|-s_2
669,s_9-s_1-s_6-|-s_9-|-|-s_7-|-|
670,s_7-|-s_9-s_1-|-|-s_9-s_7-s_6-s_0
671,|-s_1-s_7-|-s_7-s_1-s_7-|-|-s_4
672,s_1-s_4-s_7-|-|-s_6-|-|-s_2-|
673,|-s_5-s_1-|-s_0-|-s_5-s_1-s_3-s_7
674,s_9-|-s_9-|-s_1-s_5-s_0-|-|-|
675,|-s_1-|-|-|-|-|-s_3-s_2-s_5
676,|-|-|-|-s_0-|-s_5-|-|-s_6
677,s_1-s_4-|-|-s_0-|-|-|-s_5-s_0
678,s_3-|-s_5-|-|-|-|-|-|-|
679,s_5-s_8-s_9-|-|-|-|-|-s_1-|
680,s_2-s_4-s_0-s_6-|-s_1-|-|-s_7-|
681,|-|-|-|-s_9-s_2-|-|-s_2-|
682,|-|-s_8-s_2-|-s_6-s_6-|-|-|
683,|-s_0-s_7-|-s_9-s_2-s_0-s_7-s_7-s_1
684,|-s_8-|-s_9-|-|-|-|-|-|
685,|-|-|-|-|-|-|-s_4-s_4-|
686,|-s_6-|-|-s_1-|-|-|-|-|
687,|-s_1-s_4-s_9-|-s_1-|-|-s_8-s_3
688,|-s_3-s_8-|-|-|-|-|-|-|
689,|-|-s_4-s_2-s_8-|-s_9-|-|-s_5
690,s_3-s_9-|-s_8-s_2-s_4-|-|-|-|
691,|-|-|-s_9-|-s_8-s_6-s_9-s_0-s_1
692,s_6-|-s_9-|-s_3-|-|-s_6-|-s_1
693,|-s_5-s_7-|-s_2-|-s_0-s_0-|-s_8
694,s_4-|-s_6-s_7-s_8-|-s_0-s_2-|-|
695,s_6-s_8-s_2-s_2-|-s_0-|-|-|-s_1
696,s_8-|-s_5-|-s_2-s_6-s_0-s_2-|-|
697,s_7-|-|-|-s_5-s_4-s_3-s_5-s_8-|
698,s_5-s_2-|-s_5-s_4-s_9-|-s_3-|-s_3
699,|-s_6-s_2-s_0-s_8-|-|-|-s_7-|
700,s_9-|-s_3-|-s_1-|-|-|-|-|
701,s_1-s_3-|-s_3-s_2-|-s_1-s_0-s_9-s_6
702,s_0-s_9-s_4-s_9-|-s_6-|-s_9-s_7-s_2
703,s_1-s_6-s_0-|-|-s_9-s_3-|-s_7-|
704,|-|-|-s_1-|-s_6-|-s_8-|-s_5
705,|-|-s_0-|-|-|-s_1-s_1-s_3-s_5
706,|-|-s_0-|-|-|-|-|-|-s_1
707,s_0-|-|-|-|-s_2-s_2-|-|-s_9
708,s_5-s_2-s_9-s_8-s_8-s_7-s_1-s_2-|-s_9
709,s_4-s_8-|-|-|-s_2-|-s_3-s_0-|
710,s_3-|-s_8-|-|-|-s_7-|-|-s_3
711,s_8-s_2-s_6-|-|-s_6-|-|-s_9-s_9
712,|-|-|-|-|-s_1-|-s_2-s_4-s_8
713,s_5-|-|-|-|-|-s_0-|-s_0-|
714,s_3-s_3-|-|-|-|-|-s_6-|-|
715,|-s_5-s_0-s_2-|-s_9-|-|-|-|
716,|-s_4-s_0-s_5-|-s_8-|-s_5-s_3-|
717,|-s_3-|-|-|-|-|-|-|-s_7
718,|-|-s_6-s_0-s_8-s_8-|-|-|-s_4
719,|-|-s_7-s_3-|-s_7-s_2-s_0-s_3-|
720,s_7-s_9-|-|-s_8-s_3-s_2-s_2-s_0-s_9
721,s_5-|-s_5-|-s_4-s_9-|-s_4-s_8-s_6
722,s_9-s_9-|-|-s_2-|-|-s_5-s_3-s_8
723,s_9-|-s_2-s_1-s_1-s_0-|-|-|-s_4
724,|-s_3-|-|-s_5-|-|-s_8-s_1-|
725,|-s_7-|-s_6-|-|-|-s_8-|-s_1
726,|-|-s_2-s_9-s_1-s_3-|-|-|-s_7
727,|-s_1-|-s_0-|-|-s_1-s_6-s_8-|
728,|-s_5-s_8-|-|-s_4-|-s_1-s_6-s_2
729,s_6-|-|-|-s_5-|-|-|-s_3-s_7
730,|-|-|-s_8-s_9-|-s_4-|-s_0-s_4
731,|-s_5-s_0-s_7-s_5-|-|-s_7-s_3-s_7
732,s_7-s_9-|-s_5-s_1-s_1-|-|-s_1-s_1
733,s_1-s_6-|-s_7-|-|-s_6-s_1-|-|
734,|-s_4-s_2-|-|-|-|-|-s_5-s_2
735,s_7-|-s_4-s_1-s_1-|-s_4-s_9-s_3-|
736,s_3-|-s_8-|-|-s_7-|-s_7-s_6-|
737,|-s_9-s_1-|-s_7-s_5-s_5-s_7-s_9-s_0
738,|-s_8-s_2-|-s_2-|-s_9-s_5-|-|
739,s_9-s_0-|-|-s_3-|-|-s_8-|-s_1
740,|-s_0-s_1-s_0-|-s_0-|-|-s_3-s_0
741,s_8-s_7-|-|-s_6-|-|-|-|-s_0
742,|-|-|-|-|-s_3-s_7-s_8-|-|
743,s_2-s_4-s_5-|-s_6-s_2-|-s_4-s_8-s_0
744,|-s_5-s_4-s_2-|-s_3-s_3-|-|-|
745,|-|-s_3-|-|-s_2-|-|-s_4-|
746,s_2-s_5-s_6-|-|-s_6-|-|-s_0-s_7
747,|-s_0-s_5-s_0-s_6-s_9-|-|-s_2-s_4
748,s_8-s_3-|-|-|-|-s_7-|-s_3-|
749,s_4-s_9-s_9-s_1-s_2-s_6-|-s_8-s_9-s_7
750,s_8-s_7-s_0-|-|-|-s_3-|-|-|
751,s_4-|-s_5-s_9-|-s_7-|-s_5-s_1-|
752,s_0-s_9-s_4-|-|-s_6-|-|-|-s_1
753,s_4-s_0-|-|-|-|-s_6-s_2-s_3-|
754,|-|-|-|-s_3-|-|-|-|-s_1
755,s_3-|-s_3-|-s_5-|-|-s_8-s_8-|
756,s_9-s_4-s_9-s_4-s_8-s_3-|-s_2-|-s_3
757,s_1-|-s_7-s_1-s_9-|-s_9-|-s_5-|
758,s_4-s_5-|-s_1-|-s_8-s_6-|-|-s_6
759,|-|-|-s_3-s_0-|-s_3-|-s_0-|
760,s_3-s_2-|-|-|-s_6-|-|-|-|
761,|-s_9-|-s_1-s_3-|-|-|-|-s_8
762,s_3-|-s_1-s_9-s_9-|-s_7-s_7-s_7-|
763,s_8-|-|-s_4-|-s_8-s_4-s_6-|-s_7
764,|-|-|-s_5-s_4-s_7-s_7-|-|-|
765,s_7-|-s_8-s_6-|-s_6-|-s_5-s_3-|
766,|-s_3-|-s_2-|-s_8-s_7-|-s_8-s_8
767,|-s_8-|-s_4-|-|-s_1-s_5-|-s_8
768,|-|-|-|-|-|-s_4-s_9-s_8-s_3
769,s_1-s_2-|-s_6-s_2-|-|-|-|-s_9
770,|-|-|-|-s_6-|-|-|-|-s_4
771,|-s_9-s_7-s_2-|-|-|-s_1-|-|
772,s_6-s_3-s_6-s_3-s_3-s_3-|-s_9-|-s_4
773,|-s_4-s_0-|-|-|-s_5-|-|-s_5
774,|-s_7-|-|-s_1-|-s_7-s_0-|-s_6
775,s_1-|-|-s_2-s_9-s_1-s_8-|-|-|
776,s_5-|-|-s_6-|-|-s_7-s_1-|-|
777,s_6-s_0-|-|-|-|-|-s_9-|-|
778,s_8-s_5-|-s_8-s_5-|-|-|-s_0-s_3
779,s_2-|-|-|-s_4-|-s_4-s_9-s_1-s_8
780,|-s_9-s_2-|-s_9-|-|-s_9-|-|
781,s_9-s_7-|-|-s_6-|-s_6-|-s_4-s_0
782,|-s_1-|-|-|-|-s_9-|-s_3-|
783,|-s_9-|-|-|-|-|-|-|-|
784,s_7-s_3-|-|-s_0-|-|-|-s_4-|
785,|-s_7-|-|-|-s_2-s_2-s_6-s_9-|
786,|-|-|-s_8-s_3-s_8-|-|-|-|
787,|-s_8-s_8-s_0-|-s_0-s_1-s_8-|-|
788,|-s_4-s_2-|-|-|-s_8-|-s_4-s_3
789,|-|-s_6-|-s_0-|-|-|-s_8-s_2
790,|-s_4-|-|-|-|-|-|-s_9-s_2
791,s_1-s_8-|-|-s_7-s_6-|-s_3-|-|
792,|-|-|-s_3-s_3-|-|-s_5-s_9-s_9
793,|-|-s_3-|-|-s_4-|-|-s_0-s_9
794,|-s_7-s_6-s_1-s_8-|-s_7-|-|-|
795,|-|-|-s_5-|-s_5-s_5-s_9-|-s_7
796,|-|-|-|-|-s_6-|-|-|-s_6
797,s_0-|-s_0-|-|-|-|-s_3-s_3-s_1
798,s_3-s_7-|-|-|-|-s_2-s_1-s_7-s_8
799,s_9-s_3-|-s_1-s_8-s_1-|-s_9-|-s_8
800,s_2-|-s_1-s_5-|-s_2-s_7-|-|-s_7
801,|-s_9-s_7-s_1-|-s_1-|-|-s_9-|
802,|-s_2-|-s_1-|-s_2-s_9-|-|-|
803,s_5-|-|-s_7-s_9-s_4-|-s_8-|-|
804,s_9-s_9-|-s_8-|-s_9-s_2-|-s_5-s_3
805,s_3-s_0-|-|-s_3-s_2-s_1-|-s_6-s_6
806,s_4-|-|-s_1-s_6-s_7-|-|-|-s_0
807,|-s_5-|-s_6-s_6-s_5-|-s_6-|-s_4
808,|-|-|-s_4-|-|-|-|-s_0-s_3
809,|-s_8-|-|-s_9-s_4-s_7-|-s_8-s_0
810,s_8-|-s_0-s_7-|-s_8-s_8-|-s_6-s_2
811,|-s_3-s_9-|-s_7-s_4-|-|-s_2-|
812,|-|-s_3-|-|-s_3-|-s_7-|-s_8
813,|-s_5-|-|-|-s_4-s_5-|-s_1-|
814,|-s_9-|-|-s_3-s_2-s_0-s_5-s_8-s_3
815,|-|-s_3-|-s_8-|-s_8-s_0-s_3-|
816,|-|-s_2-s_5-|-|-|-s_0-s_6-s_0
817,s_4-s_4-|-s_6-s_7-s_6-|-|-|-|
818,s_4-s_2-|-|-|-|-s_7-s_6-s_0-s_9
819,s_4-|-|-|-|-s_0-|-|-|-s_2
820,|-|-|-|-|-s_9-|-s_2-|-|
821,|-s_6-s_8-|-|-s_1-|-s_0-|-s_5
822,|-s_3-s_8-|-s_9-s_5-|-|-|-s_4
823,|-s_0-s_8-|-|-s_3-s_7-|-|-|
824,s_2-|-s_4-|-|-|-s_9-|-|-s_1
825,|-s_6-s_0-s_9-s_9-s_2-|-s_3-s_4-|
826,s_1-|-|-|-s_9-s_9-|-|-|-s_8
827,s_8-|-s_6-|-|-s_1-s_6-s_3-s_8-s_8
828,|-|-|-|-|-|-s_6-|-|-s_0
829,s_6-|-s_3-s_8-s_4-s_4-|-s_9-|-s_3
830,s_3-s_5-|-|-s_7-s_3-|-|-s_6-|
831,|-s_2-|-|-s_0-s_8-s_2-|-s_2-|
832,|-|-|-|-s_7-|-s_6-|-s_6-s_8
833,|-s_6-|-s_6-s_6-s_0-|-|-s_7-s_0
834,s_6-s_6-s_6-|-s_9-s_9-s_1-s_1-s_6-|
835,s_2-s_0-|-|-s_6-s_1-s_0-|-s_7-|
836,|-|-s_4-s_1-|-s_7-|-|-|-s_8
837,|-|-s_5-|-s_2-s_9-|-s_5-|-s_2
838,|-s_5-s_3-s_4-|-|-s_8-|-|-s_7
839,|-|-|-s_6-|-s_2-s_1-|-s_7-s_5
840,s_5-|-|-|-|-s_9-|-s_7-s_7-s_8
841,s_9-s_5-s_0-|-s_5-s_7-|-s_3-|-s_1
842,|-s_0-s_0-s_1-s_4-|-s_4-|-s_9-|
843,|-s_0-|-s_3-s_4-|-s_5-|-|-|
844,s_0-|-s_5-s_1-s_7-|-s_6-|-|-|
845,|-s_9-|-|-s_6-|-s_2-|-|-|
846,|-|-s_3-s_6-|-|-s_6-|-|-s_2
847,|-s_1-s_0-|-s_7-|-|-|-s_9-|
848,|-|-|-s_4-s_5-s_7-|-s_9-|-s_6
849,|-|-|-s_0-|-s_2-|-|-s_6-s_3
850,s_1-|-|-s_7-s_9-|-s_0-s_3-|-|
851,s_1-|-|-s_6-|-s_5-|-s_2-s_3-|
852,s_8-s_8-s_4-s_5-s_8-s_8-s_0-|-s_8-s_6
853,|-|-s_6-|-|-|-|-s_8-|-s_9
854,|-s_2-s_4-|-s_4-|-s_9-s_1-|-|
855,s_5-|-s_9-|-|-s_3-|-|-s_6-s_3
856,|-s_4-s_0-|-s_5-s_1-|-s_6-|-s_8
857,s_4-s_1-|-s_6-s_3-|-s_8-s_3-s_4-s_4
858,s_1-|-|-|-s_5-|-|-|-|-s_5
859,|-s_9-s_5-|-s_2-|-s_3-|-s_1-|
860,s_6-s_7-|-|-s_5-s_9-|-|-|-s_4
861,s_3-s_5-s_8-|-s_2-|-|-s_4-s_3-|
862,s_7-s_9-s_1-|-s_9-s_7-s_2-s_7-s_6-|
863,s_5-s_5-s_2-|-|-s_2-s_8-|-|-s_3
864,s_6-s_5-|-s_6-|-s_1-s_3-|-s_5-s_9
865,|-|-s_8-s_7-s_8-s_1-s_3-|-s_9-|
866,|-s_1-s_4-|-s_1-|-s_7-|-|-s_2
867,|-|-|-s_7-|-s_3-s_9-s_4-s_7-s_8
868,s_1-|-s_0-s_1-s_7-|-|-s_2-s_6-s_8
869,s_7-s_1-|-s_9-s_0-|-s_9-|-s_2-|
870,|-s_0-s_4-s_4-s_7-|-s_3-|-s_7-s_7
871,|-s_9-s_2-|-|-|-s_8-|-|-|
